Measure,Time,Ethnicity,Ethnicity_type,Geography_name,Geography_code,Geography_type,Value,Numerator,Denominator
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Lambeth,E09000022,Local Authority,1.71,5693,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Lambeth,E09000022,Local Authority,0.5,20938,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Lambeth,E09000022,Local Authority,4.21,78542,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Lambeth,E09000022,Local Authority,1.89,23160,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Lambeth,E09000022,Local Authority,0.36,173025,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Lambeth,E09000022,Local Authority,1.32,7421,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.67,4600,275885
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.58,1596,275885
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.5,1388,275885
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Lewisham,E09000023,Local Authority,2.23,6164,275885
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,4.27,11786,275885
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Lewisham,E09000023,Local Authority,11.61,32025,275885
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Lewisham,E09000023,Local Authority,11.18,30854,275885
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,4.37,12063,275885
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Lewisham,E09000023,Local Authority,3.1,8539,275885
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.29,3559,275885
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.1,3045,275885
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.93,5329,275885
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Lewisham,E09000023,Local Authority,41.48,114446,275885
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.89,5206,275885
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.08,208,275885
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,10.09,27826,275885
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.53,1456,275885
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Lewisham,E09000023,Local Authority,2.1,5795,275885
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Lewisham,E09000023,Local Authority,9.26,25534,275885
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Lewisham,E09000023,Local Authority,27.16,74942,275885
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Lewisham,E09000023,Local Authority,7.42,20472,275885
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Lewisham,E09000023,Local Authority,53.53,147686,275885
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Lewisham,E09000023,Local Authority,2.63,7251,275885
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.33,4600,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.14,1596,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.31,1388,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.57,6164,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.41,11786,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Lewisham,E09000023,Local Authority,3.24,32025,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Lewisham,E09000023,Local Authority,5.19,30854,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,4.3,12063,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Lewisham,E09000023,Local Authority,2,8539,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Lewisham,E09000023,Local Authority,2.14,3559,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.89,3045,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.84,5329,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.25,114446,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.98,5206,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.36,208,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.12,27826,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Lewisham,E09000023,Local Authority,0.63,1456,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Lewisham,E09000023,Local Authority,1.74,5795,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Lewisham,E09000023,Local Authority,0.61,25534,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Lewisham,E09000023,Local Authority,4.02,74942,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Lewisham,E09000023,Local Authority,1.67,20472,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Lewisham,E09000023,Local Authority,0.31,147686,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Lewisham,E09000023,Local Authority,1.29,7251,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Merton,E09000024,Local Authority,4.06,8106,199693
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Merton,E09000024,Local Authority,3.67,7337,199693
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Merton,E09000024,Local Authority,1.11,2216,199693
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Merton,E09000024,Local Authority,1.31,2618,199693
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Merton,E09000024,Local Authority,7.95,15866,199693
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Merton,E09000024,Local Authority,5.23,10442,199693
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Merton,E09000024,Local Authority,4.07,8126,199693
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Merton,E09000024,Local Authority,1.12,2243,199693
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Merton,E09000024,Local Authority,1.29,2579,199693
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Merton,E09000024,Local Authority,0.64,1279,199693
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Merton,E09000024,Local Authority,1.42,2829,199693
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Merton,E09000024,Local Authority,1.33,2647,199693
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Merton,E09000024,Local Authority,48.4,96658,199693
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Merton,E09000024,Local Authority,2.21,4417,199693
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Merton,E09000024,Local Authority,0.11,216,199693
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Merton,E09000024,Local Authority,14.18,28315,199693
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Merton,E09000024,Local Authority,0.71,1413,199693
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Merton,E09000024,Local Authority,1.19,2386,199693
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Merton,E09000024,Local Authority,18.1,36143,199693
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Merton,E09000024,Local Authority,10.42,20811,199693
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Merton,E09000024,Local Authority,4.67,9334,199693
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Merton,E09000024,Local Authority,64.9,129606,199693
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Merton,E09000024,Local Authority,1.9,3799,199693
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Merton,E09000024,Local Authority,0.57,8106,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Merton,E09000024,Local Authority,0.65,7337,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Merton,E09000024,Local Authority,0.5,2216,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Merton,E09000024,Local Authority,0.67,2618,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Merton,E09000024,Local Authority,1.9,15866,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Merton,E09000024,Local Authority,1.06,10442,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Merton,E09000024,Local Authority,1.37,8126,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Merton,E09000024,Local Authority,0.8,2243,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Merton,E09000024,Local Authority,0.6,2579,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Merton,E09000024,Local Authority,0.77,1279,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Merton,E09000024,Local Authority,0.83,2829,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Merton,E09000024,Local Authority,0.91,2647,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Merton,E09000024,Local Authority,0.21,96658,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Merton,E09000024,Local Authority,0.83,4417,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Merton,E09000024,Local Authority,0.37,216,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Merton,E09000024,Local Authority,1.14,28315,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Merton,E09000024,Local Authority,0.61,1413,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Merton,E09000024,Local Authority,0.72,2386,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Merton,E09000024,Local Authority,0.86,36143,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Merton,E09000024,Local Authority,1.12,20811,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Merton,E09000024,Local Authority,0.76,9334,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Merton,E09000024,Local Authority,0.27,129606,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Merton,E09000024,Local Authority,0.67,3799,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Newham,E09000025,Local Authority,13.79,42484,307984
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Newham,E09000025,Local Authority,9.84,30307,307984
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Newham,E09000025,Local Authority,12.1,37262,307984
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Newham,E09000025,Local Authority,1.28,3930,307984
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Newham,E09000025,Local Authority,6.47,19912,307984
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Newham,E09000025,Local Authority,12.28,37811,307984
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Newham,E09000025,Local Authority,4.89,15050,307984
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Newham,E09000025,Local Authority,2.4,7395,307984
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Newham,E09000025,Local Authority,1.28,3957,307984
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Newham,E09000025,Local Authority,1.08,3319,307984
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Newham,E09000025,Local Authority,0.87,2677,307984
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Newham,E09000025,Local Authority,1.3,3992,307984
